"","basisOfRecord","scientificName","family","genus","decimalLongitude","decimalLatitude","stateProvince","year","month","country","catalogNumber","institutionCode","county","locality","lat","lon"
"1694","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.495094,38.10561,"California",2021,3,"United States of America","OBS1099083611","CLO","Marin","Petaluma Marsh WA--Day Island Unit",38.10561,-122.495094
"1695","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-120.20416,40.296547,"California",2021,3,"United States of America","OBS1099199992","CLO","Lassen","Amedee Wetlands",40.296547,-120.20416
"1696","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-115.59714,33.201572,"California",2021,3,"United States of America","OBS1099251502","CLO","Imperial","Salton Sea--Garst Rd./Morton Bay",33.201572,-115.59714
"1697","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-120.798416,37.18013,"California",2021,3,"United States of America","OBS1099261798","CLO","Merced","San Luis National Wildlife Refuge, Los Banos US-CA 37.18013, -120.79842",37.18013,-120.798416
"1698","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-116.90023,34.26064,"California",2021,3,"United States of America","OBS1099336165","CLO","San Bernardino","Big Bear Lake--Juniper Pt.",34.26064,-116.90023
"1699","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-116.911674,34.244747,"California",2021,3,"United States of America","OBS1099354386","CLO","San Bernardino","Big Bear Lake--Marina Resort dock",34.244747,-116.911674
"1700","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.63268,38.556164,"California",2021,3,"United States of America","OBS1099373335","CLO","Yolo","Yolo Bypass Wildlife Area, Davis US-CA 38.55616, -121.63268",38.556164,-121.63268
"1701","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.887634,33.636204,"California",2021,3,"United States of America","OBS1099405036","CLO","Orange","Upper Newport Bay Nature Preserve",33.636204,-117.887634
"1702","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.63373,38.55714,"California",2021,3,"United States of America","OBS1099418026","CLO","Yolo","Yolo Bypass Wildlife Area, Davis US-CA 38.55714, -121.63373",38.55714,-121.63373
"1703","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.1856,39.43034,"California",2021,3,"United States of America","OBS1099430636","CLO","Glenn","Sacramento National Wildlife Refuge, Willows US-CA 39.43034, -122.18560",39.43034,-122.1856
"1704","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.16592,39.408276,"California",2021,3,"United States of America","OBS1099467929","CLO","Glenn","Sacramento National Wildlife Refuge, Willows US-CA (39.4083,-122.1659)",39.408276,-122.16592
"1705","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.819016,39.77368,"California",2021,3,"United States of America","OBS1099495763","CLO","Butte","1274 Valley Forge Dr, Chico US-CA 39.77368, -121.81901",39.77368,-121.819016
"1706","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-124.20641,40.686005,"California",2021,3,"United States of America","OBS1099942924","CLO","Humboldt","1028–1036 Ranch Rd, Loleta US-CA 40.68601, -124.20641",40.686005,-124.20641
"1707","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.550415,39.323452,"California",2021,3,"United States of America","OBS1099973776","CLO","Butte","Lower Honcut Road",39.323452,-121.550415
"1708","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.77825,41.996876,"California",2021,3,"United States of America","OBS1100105429","CLO","Siskiyou","Lower Klamath National Wildlife Refuge, Tulelake US-CA 41.99688, -121.77825",41.996876,-121.77825
"1709","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.44002,38.26576,"California",2021,3,"United States of America","OBS1100112768","CLO","Sacramento","Cosumnes River Preserve, Galt US-CA 38.26576, -121.44001",38.26576,-121.44002
"1710","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.524315,37.892612,"California",2021,3,"United States of America","OBS1100116355","CLO","Marin","Bayfront Park, Mill Valley US-CA 37.89261, -122.52431",37.892612,-122.524315
"1711","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.0464,33.695618,"California",2021,3,"United States of America","OBS1100133808","CLO","Orange","Bolsa Chica Ecological Reserve",33.695618,-118.0464
"1712","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.83691,39.32031,"California",2021,3,"United States of America","OBS1100182747","CLO","Butte","Gray Lodge Wildlife Area, Gridley US-CA 39.32031, -121.83691",39.32031,-121.83691
"1713","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.49267,41.698936,"California",2021,3,"United States of America","OBS1100207083","CLO","Siskiyou","Shasta Valley Wildlife Area--Bass Lake",41.698936,-122.49267
"1714","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.00339,33.829575,"California",2021,3,"United States of America","OBS1100233064","CLO","Riverside","North Sanderson Avenue",33.829575,-117.00339
"1715","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.43877,38.275967,"California",2021,3,"United States of America","OBS1100250007","CLO","Sacramento","Cosumnes River Preserve, Elk Grove US-CA 38.27596, -121.43877",38.275967,-121.43877
"1716","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.43806,38.266594,"California",2021,3,"United States of America","OBS1100282528","CLO","Sacramento","Cosumnes River Preserve, Galt US-CA 38.26660, -121.43805",38.266594,-121.43806
"1717","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.0449,39.18795,"California",2021,3,"United States of America","OBS1100310722","CLO","Colusa","Colusa National Wildlife Refuge, Colusa US-CA 39.18795, -122.04490",39.18795,-122.0449
"1718","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.61136,38.51569,"California",2021,3,"United States of America","OBS1100373233","CLO","Yolo","Yolo Bypass Wildlife Area, West Sacramento US-CA 38.51569, -121.61136",38.51569,-121.61136
"1719","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.231125,40.281227,"California",2021,3,"United States of America","OBS1100373420","CLO","Plumas","Lake Almanor--adjacent to airport",40.281227,-121.231125
"1720","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.38725,37.984257,"California",2021,3,"United States of America","OBS1100456698","CLO","San Joaquin","Elmwood Tract--Brookside Rd.",37.984257,-121.38725
"1721","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.18393,39.426067,"California",2021,3,"United States of America","OBS1100751338","CLO","Glenn","Sacramento National Wildlife Refuge, Willows US-CA (39.4261,-122.1839)",39.426067,-122.18393
"1722","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.32756,35.66901,"California",2021,3,"United States of America","OBS1100774672","CLO","Kern","Prince Pond",35.66901,-118.32756
"1723","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-119.057076,34.161266,"California",2021,3,"United States of America","OBS1100958092","CLO","Ventura","Round Mountain (VEN Co.)",34.161266,-119.057076
"1724","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.04404,33.705738,"California",2021,3,"United States of America","OBS1101191491","CLO","Orange","Bolsa Chica Conservancy, Huntington Beach US-CA 33.70574, -118.04404",33.705738,-118.04404
"1725","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.10079,38.02556,"California",2021,3,"United States of America","OBS1101211422","CLO","Contra Costa","Waterbird Way small pond",38.02556,-122.10079
"1726","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.6814,39.49359,"California",2021,3,"United States of America","OBS1101228411","CLO","Butte","Thermalito Afterbay--causeway & north access",39.49359,-121.6814
"1727","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-120.3195,36.7159,"California",2021,3,"United States of America","OBS1101252489","CLO","Fresno","Mendota WMA",36.7159,-120.3195
"1728","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.36821,40.578613,"California",2021,3,"United States of America","OBS1101562828","CLO","Shasta","Kutras Lake",40.578613,-122.36821
"1729","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.32152,37.589962,"California",2021,3,"United States of America","OBS1101595967","CLO","San Mateo","Coyote Point County Park",37.589962,-122.32152
"1730","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.23817,32.75872,"California",2021,3,"United States of America","OBS1101880805","CLO","San Diego","Mission Bay Park, San Diego US-CA 32.75872, -117.23817",32.75872,-117.23817
"1731","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-124.22213,40.677208,"California",2021,3,"United States of America","OBS1101928985","CLO","Humboldt","Humboldt Bay National Wildlife Refuge, Loleta US-CA 40.67721, -124.22213",40.677208,-124.22213
"1732","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.66071,38.459404,"California",2021,3,"United States of America","OBS1101964796","CLO","Yolo","Rd. 38 at Rd. 106",38.459404,-121.66071
"1733","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-120.62016,37.182198,"California",2021,3,"United States of America","OBS1102597120","CLO","Merced","Merced National Wildlife Refuge, Merced US-CA 37.18220, -120.62016",37.182198,-120.62016
"1734","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.70698,34.103275,"California",2021,3,"United States of America","OBS1102640575","CLO","Los Angeles","King Gillette Ranch",34.103275,-118.70698
"1735","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.196236,40.272217,"California",2021,3,"United States of America","OBS1102656247","CLO","Tehama","Payne's Creek Wetlands",40.272217,-122.196236
"1736","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.440704,38.26988,"California",2021,3,"United States of America","OBS1102702402","CLO","Sacramento","Cosumnes River Preserve, Elk Grove US-CA 38.26988, -121.44071",38.26988,-121.440704
"1737","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-119.891655,36.70476,"California",2021,3,"United States of America","OBS1102942614","CLO","Fresno","Fresno WTP",36.70476,-119.891655
"1738","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.22134,32.7983,"California",2021,3,"United States of America","OBS1102971386","CLO","San Diego","Rose Creek Inlet to Mission Bay",32.7983,-117.22134
"1739","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.18683,39.42962,"California",2021,3,"United States of America","OBS1103083029","CLO","Glenn","Sacramento National Wildlife Refuge, Willows US-CA 39.42962, -122.18683",39.42962,-122.18683
"1740","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.186844,39.42899,"California",2021,3,"United States of America","OBS1103163657","CLO","Glenn","Sacramento National Wildlife Refuge, Willows US-CA 39.42899, -122.18684",39.42899,-122.186844
"1741","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.04069,39.188152,"California",2021,3,"United States of America","OBS1103244890","CLO","Colusa","Colusa National Wildlife Refuge, Colusa US-CA 39.18815, -122.04069",39.188152,-122.04069
"1742","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.12542,38.213856,"California",2021,3,"United States of America","OBS1103311781","CLO","Solano","4118 Spruce Creek Ct, Fairfield US-CA 38.21386, -122.12542",38.213856,-122.12542
"1743","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.186584,39.429665,"California",2021,3,"United States of America","OBS1103350873","CLO","Glenn","Sacramento National Wildlife Refuge, Willows US-CA 39.42966, -122.18659",39.429665,-122.186584
"1744","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-120.62035,37.185543,"California",2021,3,"United States of America","OBS1103379688","CLO","Merced","Merced National Wildlife Refuge, Merced US-CA 37.18554, -120.62035",37.185543,-120.62035
"1745","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-120.80249,37.174908,"California",2021,3,"United States of America","OBS1103843075","CLO","Merced","San Luis National Wildlife Refuge, Los Banos US-CA 37.17491, -120.80249",37.174908,-120.80249
"1746","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-124.21431,40.68564,"California",2021,3,"United States of America","OBS1103917786","CLO","Humboldt","Humboldt Bay National Wildlife Refuge",40.68564,-124.21431
"1747","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.355774,38.05776,"California",2021,3,"United States of America","OBS1103930454","CLO","San Joaquin","3441–3483 Eight Mile Rd, Stockton US-CA 38.05776, -121.35578",38.05776,-121.355774
"1748","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-115.85068,33.445305,"California",2021,3,"United States of America","OBS1104011768","CLO","Riverside","Salt Creek Mouth",33.445305,-115.85068
"1749","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.15445,37.6541,"California",2021,3,"United States of America","OBS1104716717","CLO","Alameda","Hayward Regional Shoreline--Frank's Dump",37.6541,-122.15445
"1750","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-115.693794,33.14082,"California",2021,3,"United States of America","OBS1104764863","CLO","Imperial","New River Mouth",33.14082,-115.693794
"1751","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.43965,38.268845,"California",2021,3,"United States of America","OBS1104809393","CLO","Sacramento","Cosumnes River Preserve, Elk Grove US-CA 38.26884, -121.43965",38.268845,-121.43965
"1752","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.97785,37.45115,"California",2021,3,"United States of America","OBS1104992017","CLO","Santa Clara","Salt Pond A15",37.45115,-121.97785
"1753","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-115.571434,33.227417,"California",2021,3,"United States of America","OBS1104999703","CLO","Imperial","Alcott Road--Two Cell Marsh",33.227417,-115.571434
"1754","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-119.959236,38.950607,"California",2021,3,"United States of America","OBS1105009437","CLO","El Dorado","South Lake Tahoe--Ski Run Marina",38.950607,-119.959236
"1755","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-120.08606,39.40609,"California",2021,3,"United States of America","OBS1105178864","CLO","Nevada","Boca Reservoir and vicinity",39.40609,-120.08606
"1756","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.979965,39.743126,"California",2021,3,"United States of America","OBS1105393510","CLO","Butte","Sacramento River NWR--Pine Creek Unit",39.743126,-121.979965
"1757","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-116.195786,33.711666,"California",2021,3,"United States of America","OBS1105588486","CLO","Riverside","Coachella Valley Wild Bird Center",33.711666,-116.195786
"1758","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.44691,36.85449,"California",2021,3,"United States of America","OBS1105651618","CLO","San Benito","Hollister WTP",36.85449,-121.44691
"1759","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.51621,37.881878,"California",2021,3,"United States of America","OBS1105660900","CLO","Marin","US-101 N, Mill Valley US-CA 37.88188, -122.51621",37.881878,-122.51621
"1760","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.51885,37.88276,"California",2021,3,"United States of America","OBS1105672326","CLO","Marin","San Francisco Bay Trail, Tamalpais US-CA 37.88276, -122.51885",37.88276,-122.51885
"1761","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.759766,38.65662,"California",2021,3,"United States of America","OBS1105941893","CLO","Yolo","Cox Place",38.65662,-121.759766
"1762","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.08278,37.575294,"California",2021,3,"United States of America","OBS1105949326","CLO","Alameda","US-CA-Union City-Don Edwards San Francisco Bay National Wildlife Refuge - 37.5753x-122.0828",37.575294,-122.08278
"1763","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.94755,38.064556,"California",2021,3,"United States of America","OBS1106018534","CLO","Marin","Pt. Reyes--Drakes Estero--Bull Point",38.064556,-122.94755
"1764","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.09245,33.749718,"California",2021,3,"United States of America","OBS1106081029","CLO","Orange","Hellman Ranch Trail",33.749718,-118.09245
"1765","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-124.09312,40.861156,"California",2021,3,"United States of America","OBS1106108732","CLO","Humboldt","Arcata Marsh and Wildlife Sanctuary, Arcata US-CA 40.86115, -124.09311",40.861156,-124.09312
"1766","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.368286,37.34894,"California",2021,3,"United States of America","OBS1106417489","CLO","Inyo","Airport Road, Bishop",37.34894,-118.368286
"1767","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.22716,32.766632,"California",2021,3,"United States of America","OBS1106590711","CLO","San Diego","SeaWorld (San Diego)",32.766632,-117.22716
"1768","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-116.079056,33.536835,"California",2021,3,"United States of America","OBS1106603759","CLO","Riverside","Salton Sea, Lincoln Street",33.536835,-116.079056
"1769","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.07893,37.56031,"California",2021,3,"United States of America","OBS1106620094","CLO","Alameda","Coyote Hills Regional Park--D.U.S.T. Trail",37.56031,-122.07893
"1770","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-120.84408,35.330112,"California",2021,3,"United States of America","OBS1106682959","CLO","San Luis Obispo","Pasadena Park, Los Osos US-CA",35.330112,-120.84408
"1771","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-124.188705,41.836636,"California",2021,3,"United States of America","OBS1106731607","CLO","Del Norte","Lake Earl Wildlife Area--Teal Point",41.836636,-124.188705
"1772","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.03642,38.228977,"California",2021,3,"United States of America","OBS1106743584","CLO","San Joaquin","Buena Vista Rd.",38.228977,-121.03642
"1773","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.272736,38.180878,"California",2021,3,"United States of America","OBS1106754848","CLO","Napa","Wetlands Park, American Canyon US-CA (38.1809,-122.2727)",38.180878,-122.272736
"1774","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.499886,41.825428,"California",2021,3,"United States of America","OBS1107270433","CLO","Siskiyou","Lava Beds NM--Captain Jack's Stronghold",41.825428,-121.499886
"1775","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.27649,33.010975,"California",2021,3,"United States of America","OBS1107361386","CLO","San Diego","San Elijo Lagoon, Encinitas US-CA 33.01098, -117.27649",33.010975,-117.27649
"1776","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.18701,39.4294,"California",2021,3,"United States of America","OBS1107402660","CLO","Glenn","Sacramento National Wildlife Refuge, Willows US-CA 39.42940, -122.18701",39.4294,-122.18701
"1777","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-119.967255,38.90984,"California",2021,3,"United States of America","OBS1107490405","CLO","El Dorado","1606 Plateau Cir, South Lake Tahoe US-CA 38.90984, -119.96726",38.90984,-119.967255
"1778","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.24048,40.265575,"California",2021,3,"United States of America","OBS1107500536","CLO","Plumas","Lake Almanor--Super Ditch",40.265575,-121.24048
"1779","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-120.74833,40.67887,"California",2021,3,"United States of America","OBS1107646131","CLO","Lassen","Eagle Lake--Rocky Pt.",40.67887,-120.74833
"1780","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-120.639755,40.562656,"California",2021,3,"United States of America","OBS1108223595","CLO","Lassen","Willow Creek Wildlife Area",40.562656,-120.639755
"1781","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-120.521904,41.457523,"California",2021,3,"United States of America","OBS1108265153","CLO","Modoc","Modoc NWR",41.457523,-120.521904
"1782","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-115.62004,33.181923,"California",2021,3,"United States of America","OBS1111051334","CLO","Imperial","Salton Sea National Wildlife Refuge, Rock Hill and ponds",33.181923,-115.62004
"1783","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.3965,37.41836,"California",2021,3,"United States of America","OBS1112599707","CLO","Inyo","Five Bridges Rd, Bishop US-CA 37.41836, -118.39650",37.41836,-118.3965
"1784","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-115.52402,32.861988,"California",2021,3,"United States of America","OBS1113078094","CLO","Imperial","Imperial Valley, Neckel Road ca. 1 km east of Dogwood Road",32.861988,-115.52402
"1785","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-120.614075,37.176815,"California",2021,3,"United States of America","OBS1127959241","CLO","Merced","Merced, California, US (37.177, -120.614)",37.176815,-120.614075
"1786","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.5056,39.00019,"California",2021,4,"United States of America","OBS1108947388","CLO","Yuba","Leach Rd.",39.00019,-121.5056
"1787","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.63631,38.563107,"California",2021,4,"United States of America","OBS1109095543","CLO","Yolo","Yolo Bypass Wildlife Area, Davis US-CA 38.56311, -121.63630",38.563107,-121.63631
"1788","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.35093,38.138435,"California",2021,4,"United States of America","OBS1109241404","CLO","Solano","San Pablo Bay National Wildlife Refuge, Vallejo US-CA 38.13843, -122.35093",38.138435,-122.35093
"1789","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.16745,39.417755,"California",2021,4,"United States of America","OBS1109245064","CLO","Glenn","Unnamed Road, Willows, California, US (39.418, -122.167)",39.417755,-122.16745
"1790","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.077835,33.01716,"California",2021,4,"United States of America","OBS1109736367","CLO","San Diego","Webb Park",33.01716,-117.077835
"1791","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-120.559296,41.895218,"California",2021,4,"United States of America","OBS1109738327","CLO","Modoc","Householder Reservoir",41.895218,-120.559296
"1792","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.079056,39.035286,"California",2021,4,"United States of America","OBS1109871722","CLO","Nevada","Lake of the Pines WTP (restricted access)",39.035286,-121.079056
"1793","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.89482,33.670185,"California",2021,4,"United States of America","OBS1109956385","CLO","Orange","TeWinkle Park, Costa Mesa US-CA 33.67019, -117.89482",33.670185,-117.89482
"1794","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.00394,33.703632,"California",2021,4,"United States of America","OBS1110069787","CLO","Orange","Huntington Central Park, Huntington Beach US-CA 33.70363, -118.00393",33.703632,-118.00394
"1795","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.04532,33.696373,"California",2021,4,"United States of America","OBS1110069938","CLO","Orange","Bolsa Chica Conservancy, Huntington Beach US-CA 33.69637, -118.04532",33.696373,-118.04532
"1796","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.26051,37.53328,"California",2021,4,"United States of America","OBS1110155325","CLO","San Mateo","Belmont Slough",37.53328,-122.26051
"1797","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-119.985146,38.930668,"California",2021,4,"United States of America","OBS1110183930","CLO","El Dorado","Upper Truckee Marsh--Rubicon Trail",38.930668,-119.985146
"1798","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.13626,39.40743,"California",2021,4,"United States of America","OBS1110482516","CLO","Glenn","Road 68, Willows US-CA (39.4074,-122.1363)",39.40743,-122.13626
"1799","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-124.120384,40.924023,"California",2021,4,"United States of America","OBS1110524982","CLO","Humboldt","Mad River Estuary--Hammond Bridge",40.924023,-124.120384
"1800","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-124.09405,40.859673,"California",2021,4,"United States of America","OBS1110692721","CLO","Humboldt","Arcata Marsh and Wildlife Sanctuary, Arcata US-CA 40.85967, -124.09405",40.859673,-124.09405
"1801","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.093735,32.550556,"California",2021,4,"United States of America","OBS1110846082","CLO","San Diego","Tijuana River Valley--Beach Trail (central)",32.550556,-117.093735
"1802","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.04249,33.6951,"California",2021,4,"United States of America","OBS1111070323","CLO","Orange","Bolsa Chica Conservancy, Huntington Beach US-CA (33.6951,-118.0425)",33.6951,-118.04249
"1803","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-120.261925,39.68285,"California",2021,4,"United States of America","OBS1111177086","CLO","Sierra","Loyalton WTP",39.68285,-120.261925
"1804","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.09054,37.553684,"California",2021,4,"United States of America","OBS1111647749","CLO","Alameda","Coyote Hills Regional Park, Fremont US-CA 37.55368, -122.09053",37.553684,-122.09054
"1805","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.08593,37.550556,"California",2021,4,"United States of America","OBS1111990740","CLO","Alameda","Coyote Hills Regional Park, <U+5F17><U+91CC><U+8499><U+7279> US-CA 37.55056, -122.08593",37.550556,-122.08593
"1806","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.24006,37.54843,"California",2021,4,"United States of America","OBS1112214888","CLO","San Mateo","San Francisco Bay Trail, Redwood City US-CA 37.54843, -122.24006",37.54843,-122.24006
"1807","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-115.66666,33.13302,"California",2021,4,"United States of America","OBS1112635840","CLO","Imperial","Salton Sea--Young Rd. (west end)",33.13302,-115.66666
